,Niche Name,Niche City,Maps_ID,Maps_Name,Maps Address,Maps_Rating,Name,Link,Graduation Rate,Reading Proficiency,Math Proficiency,AP Pass Rate,AP Enrollment Rate,APs Offered,SAT,SAT Math,SAT English,ACT,ACT Math,ACT Reading,ACT English,ACT Science,Rank,District,City,Rating,ID,County,Type,Sector,Charter,Status,Street Address,Match Score,Matched Name,Matched City
1033,Katella High School,Anaheim,ChIJA1S_9azX3IARmbS9fGT7-Us,Katella High School,"2200 E Wagner Ave, Anaheim, CA 92806, USA",4.1,Katella High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30664313033057,0.96,0.47,0.09,,,,1060.0,520.0,540.0,22.0,21.0,23.0,22.0,22.0,1251,Anaheim Union High,Anaheim,3.56,30664313033057,Orange,High Schools (Public),Public,No,Active,2200 East Wagner Ave.,77.41935483870968,Katella High,Anaheim
1034,Duarte High School,Duarte,ChIJCfb0LgDZwoARRTzO9wAawOM,Duarte High School,"1565 Central Ave, Duarte, CA 91010, USA",3.4,Duarte High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19644691932482,0.95,0.42,0.22,0.34,0.25,11.0,1100.0,540.0,560.0,24.0,24.0,25.0,25.0,23.0,1252,Duarte Unified,Duarte,3.56,19644691932482,Los Angeles,High Schools (Public),Public,No,Active,1565 East Central Ave.,75.86206896551724,Duarte High,Duarte
1035,El Rancho High School,Pico rivera,ChIJxautn4rRwoARxal3bcs6dm8,El Rancho High School,"6501 Passons Blvd, Pico Rivera, CA 90660, USA",3.1,El Rancho High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19645271932706,0.95,0.61,0.21,0.44,0.21,22.0,1080.0,550.0,530.0,21.0,22.0,22.0,21.0,21.0,1253,El Rancho Unified,Pico Rivera,3.58,19645271932706,Los Angeles,High Schools (Public),Public,No,Active,6501 South Passons Blvd.,80.0,El Rancho High,Pico Rivera
1036,Montgomery High School,Santa rosa,ChIJ-QFpdHBIhIAR2dfimSW93_4,Montgomery High School,"1250 Hahman Dr, Santa Rosa, CA 95405, USA",3.3,Montgomery High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=49709204934154,0.84,0.42,0.17,0.57,0.05,2.0,1200.0,600.0,600.0,28.0,27.0,28.0,27.0,27.0,1256,Santa Rosa High,Santa Rosa,3.68,49709204934154,Sonoma,High Schools (Public),Public,No,Active,1250 Hahman Dr.,81.08108108108108,Montgomery High,Santa Rosa
1037,Carson Senior High School,Carson,ChIJSfOOHA013YARHUjBWb4vcro,Carson High School,"22328 Main St, Carson, CA 90745, USA",3.6,Carson Senior High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647331931526,0.91,0.42,0.17,0.27,0.18,10.0,1040.0,510.0,530.0,22.0,23.0,21.0,22.0,21.0,1257,Los Angeles Unified,Carson,3.67,19647331931526,Los Angeles,High Schools (Public),Public,No,Active,22328 South Main St.,83.72093023255813,Carson Senior High,Carson
1038,Victory High School,Rocklin,ChIJR1RaDK8Ym4ARrxfPqPSViG0,Victory High School,"3250 Victory Dr, Rocklin, CA 95765, USA",3.0,Victory High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=31750853130200,0.75,0.35,0.1,,,,,,,,,,,,1258,Rocklin Unified,Rocklin,4.0,31750853130200,Placer,Continuation High Schools,Public,No,Active,3250 Victory Dr.,77.41935483870968,Victory High,Rocklin
1039,La Puente High School,La puente,ChIJCVJuHm7WwoARqfM_yVN4roM,La Puente High School,"15615 Nelson Ave E, La Puente, CA 91744, USA",4.1,La Puente High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19734451934801,0.98,0.47,0.13,0.4,0.26,12.0,1050.0,520.0,530.0,21.0,21.0,22.0,20.0,21.0,1259,Hacienda la Puente Unified,La Puente,3.56,19734451934801,Los Angeles,High Schools (Public),Public,No,Active,15615 East Nelson Ave.,80.0,La Puente High,La Puente
1040,Academy of Careers & Exploration,Helendale,ChIJXb957AB4w4ARMeCOTRgRR2Q,The Academy of Careers and Exploration,"13943 Rivers Edge Rd, Helendale, CA 92342, USA",4.0,Academy of Careers and Exploration,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36677360116723,0.85,0.42,0.08,,,,1090.0,530.0,560.0,,,,,,1260,Helendale Elementary,Helendale,3.97,36677360116723,San Bernardino,High Schools (Public),Public,Yes,Active,13943 Rivers Edge Rd.,93.93939393939394,Academy of Careers and Exploration,Helendale
1041,Collegiate Charter High School of Los Angeles,Los angeles,ChIJIVzofWDPwoARZ79BTuc_orQ,Collegiate Charter High School of Los Angeles,"725 S Indiana St, Los Angeles, CA 90023, USA",3.2,Collegiate Charter High School of Los Angeles,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647330131821,0.55,0.55,0.25,0.2,0.35,5.0,1070.0,540.0,530.0,,,,,,1261,Los Angeles Unified,Los Angeles,4.32,19647330131821,Los Angeles,High Schools (Public),Public,Yes,Active,312 North Record Ave.,100.0,Collegiate Charter High School of Los Angeles,Los Angeles
1042,Tahquitz High School,Hemet,ChIJ0eaiGkJm24ARYU22Kbsuxz8,Tahquitz High School,"4425 Titan Trail, Hemet, CA 92545, USA",3.3,Tahquitz High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33670820113159,0.93,0.41,0.09,0.34,0.2,14.0,1050.0,520.0,530.0,20.0,20.0,21.0,20.0,19.0,1262,Hemet Unified,Hemet,3.7,33670820113159,Riverside,High Schools (Public),Public,No,Active,4425 Titan Trail,78.78787878787878,Tahquitz High,Hemet
1043,Madison High School,San diego,ChIJKR7LRX8A3IARbaq6fYNe4yw,Madison High School,"4833 Doliva Dr, San Diego, CA 92117, USA",3.7,Madison High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683383733698,0.92,0.27,0.08,0.42,0.22,8.0,1100.0,540.0,560.0,23.0,21.0,24.0,23.0,22.0,1263,San Diego Unified,San Diego,3.61,37683383733698,San Diego,High Schools (Public),Public,No,Active,4833 Doliva Dr.,77.41935483870968,Madison High,San Diego
1044,Lakeside High School,Lake elsinore,ChIJE8KPaEiX3IARkA-hwTvC_d8,Lakeside High School,"32593 Riverside Dr, Lake Elsinore, CA 92530, USA",3.9,Lakeside High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33751760107920,0.91,0.44,0.09,0.45,0.28,17.0,1090.0,540.0,550.0,21.0,21.0,22.0,20.0,21.0,1264,Lake Elsinore Unified,Lake Elsinore,3.82,33751760107920,Riverside,High Schools (Public),Public,No,Active,32593 Riverside Dr.,78.78787878787878,Lakeside High,Lake Elsinore
1045,Knight High School,Palmdale,ChIJH9d4n0X_woARnwhLWYevifI,Knight High School,"37423 70th St E, Palmdale, CA 93552, USA",4.2,Highland High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19642461995398,0.81,0.36,0.11,0.55,0.25,17.0,1030.0,500.0,520.0,22.0,21.0,23.0,22.0,21.0,1265,Antelope Valley Union High,Palmdale,3.87,19642461995398,Los Angeles,High Schools (Public),Public,No,Active,39055 25th St. West,51.61290322580645,Highland High,Palmdale
1046,Golden Sierra Junior Senior High,Garden valley,ChIJNX3kRdOqm4AR6C1jGTnTK5w,Golden Sierra High School,"5101 Garden Valley Rd, Garden Valley, CA 95633, USA",3.5,Golden Sierra Junior Senior High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=09737830930073,0.92,0.38,0.3,0.44,0.1,4.0,1220.0,600.0,610.0,,,,,,1268,Black Oak Mine Unified,Garden Valley,3.72,9737830930073,El Dorado,High Schools (Public),Public,No,Active,5101 Garden Valley Rd.,100.0,Golden Sierra Junior Senior High,Garden Valley
1047,Everett Alvarez High School,Salinas,ChIJtzb8aa4AkoARD3Xr6B3w3bY,Everett Alvarez High School,"1900 Independence Blvd, Salinas, CA 93906, USA",4.3,Everett Alvarez High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=27661592730166,0.92,0.49,0.15,0.44,0.24,15.0,1050.0,520.0,530.0,21.0,20.0,21.0,20.0,20.0,1270,Salinas Union High,Salinas,3.65,27661592730166,Monterey,High Schools (Public),Public,No,Active,1900 Independence Blvd.,85.1063829787234,Everett Alvarez High,Salinas
1048,Borrego Springs High School,Borrego springs,ChIJTVuxU_s02oARGZwMtPVEtVA,Borrego Springs High School,"2281 Diegueno Rd, Borrego Springs, CA 92004, USA",3.3,Borrego Springs High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37679833730447,0.85,0.55,0.25,0.17,0.06,5.0,1040.0,510.0,530.0,,,,,,1271,Borrego Springs Unified,Borrego Springs,3.37,37679833730447,San Diego,High Schools (Public),Public,No,Active,2281 Diegueno Rd.,85.1063829787234,Borrego Springs High,Borrego Springs
1049,Chula Vista Senior High School,Chula vista,ChIJDeKS23dO2YAR3TAGDI38a60,Chula Vista High School,"820 4th Ave, Chula Vista, CA 91911, USA",4.1,Chula Vista Senior High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37684113731064,0.82,0.44,0.1,0.4,0.34,37.0,1120.0,550.0,570.0,23.0,22.0,24.0,23.0,23.0,1272,Sweetwater Union High,Chula Vista,3.72,37684113731064,San Diego,High Schools (Public),Public,No,Active,820 Fourth Ave.,86.79245283018868,Chula Vista Senior High,Chula Vista
1050,Mountain Oaks School,San andreas,ChIJKbtnGj6bkIARNC31jzUW8tE,Mountain Oaks School,"150 Oak St, San Andreas, CA 95249, USA",4.0,Mountain Oaks,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=05100580530154,0.85,0.47,0.18,,,,,,,,,,,,1274,Calaveras County Office of Education,San Andreas,3.7,5100580530154,Calaveras,K-12 Schools (Public),Public,Yes,Active,150 Old Oak Rd.,78.78787878787878,Mountain Oaks,San Andreas
1051,Gladstone High School,Covina,ChIJQdafEMMnw4ARzyGD3DHpgkM,Gladstone Middle School,"1340 N Enid Ave, Covina, CA 91722, USA",4.1,Gladstone Middle,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19642791933449,0.92,0.46,0.18,0.56,0.24,15.0,1070.0,540.0,540.0,20.0,21.0,19.0,19.0,20.0,1275,Azusa Unified,Covina,3.4,19642791933449,Los Angeles,Intermediate/Middle Schools (Public),Public,No,Active,1340 North Enid,64.86486486486487,Gladstone Middle,Covina
1052,Canoga Park High School,Canoga park,ChIJb0E3KhacwoARRTWLClwTkkQ,Canoga Park High School,"6850 CA-27, Canoga Park, CA 91303, USA",4.4,Canoga Park Senior High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647331931476,0.84,0.41,0.11,0.32,0.16,10.0,1030.0,510.0,520.0,22.0,21.0,22.0,22.0,21.0,1277,Los Angeles Unified,Canoga Park,3.74,19647331931476,Los Angeles,High Schools (Public),Public,No,Active,6850 Topanga Canyon Blvd.,69.56521739130434,Canoga Park Senior High,Canoga Park
1053,Sun Valley Magnet School,Sun valley,ChIJPZSMezGUwoAR1B9zERas8U8,Sun Valley Magnet School,"7330 Bakman Ave, Sun Valley, CA 91352, USA",4.1,Sun Valley Magnet,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647336061600,0.95,0.31,0.12,0.29,0.16,7.0,1050.0,520.0,530.0,19.0,21.0,17.0,21.0,17.0,1278,Los Angeles Unified,Sun Valley,4.07,19647336061600,Los Angeles,Alternative Schools of Choice,Public,No,Active,7330 Bakman Ave.,82.92682926829268,Sun Valley Magnet,Sun Valley
1054,Le Grand High School,Le grand,ChIJZfQj0Z1WkYARLI5ocFcxQ6c,Le Grand High School,"12961 E Le Grand Rd, Le Grand, CA 95333, USA",3.7,Le Grand High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=24657302433001,0.92,0.52,0.17,,,,1030.0,520.0,510.0,20.0,20.0,21.0,19.0,19.0,1279,Le Grand Union High,Le Grand,3.47,24657302433001,Merced,High Schools (Public),Public,No,Active,12961 East Le Grand Rd.,78.78787878787878,Le Grand High,Le Grand
1055,Lindhurst High School,Olivehurst,ChIJqdREjApOm4ARs37TupOKy0M,Lindhurst High School,"4446 Olive Ave, Olivehurst, CA 95961, USA",3.7,Lindhurst High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=58727365830013,0.87,0.36,0.09,0.36,0.09,9.0,1050.0,530.0,520.0,21.0,22.0,20.0,21.0,20.0,1281,Marysville Joint Unified,Olivehurst,3.56,58727365830013,Yuba,High Schools (Public),Public,No,Active,4446 Olive Dr.,80.0,Lindhurst High,Olivehurst
1056,Pioneer Valley High School,Santa maria,ChIJ97Jwkfds7IARkexy1Ty2KeE,Pioneer Valley High School,"675 Panther Dr, Santa Maria, CA 93454, USA",4.1,Pioneer Valley High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=42693100102285,0.96,0.39,0.18,0.42,0.12,13.0,1100.0,550.0,550.0,22.0,22.0,23.0,22.0,21.0,1285,Santa Maria Joint Union High,Santa Maria,3.83,42693100102285,Santa Barbara,High Schools (Public),Public,No,Active,675 Panther Dr.,84.44444444444444,Pioneer Valley High,Santa Maria
1057,Twin Oaks High School,San marcos,ChIJD1_eiWSK24ARz23Widk9Aow,Twin Oaks High School,"158 Cassou Rd, San Marcos, CA 92069, USA",3.7,Twin Oaks High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37737913730215,0.92,0.12,0.1,,,,,,,,,,,,1288,San Marcos Unified,San Marcos,4.75,37737913730215,San Diego,Continuation High Schools,Public,No,Active,158 Cassou Rd.,80.0,Twin Oaks High,San Marcos
1058,Point Arena High School,Point arena,ChIJgw53zScZgYARngOzfGvomVw,Point Arena High School,"270 Lake St, Point Arena, CA 95468, USA",1.0,Point Arena High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=23655992333649,0.85,0.35,0.15,0.14,0.37,8.0,1160.0,550.0,600.0,30.0,28.0,31.0,30.0,28.0,1289,Point Arena Joint Union High,Point Arena,3.19,23655992333649,Mendocino,High Schools (Public),Public,No,Active,270 Lake St.,82.05128205128204,Point Arena High,Point Arena
1059,Fontana A.B. Miller High School,Fontana,ChIJTx4C8gVMw4ARiLVSvWihqmU,A.B. Miller High School,"6821 Oleander Ave, Fontana, CA 92336, USA",3.6,Fontana A. B. Miller High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36677103630555,0.91,0.52,0.16,0.42,0.26,19.0,1020.0,510.0,510.0,20.0,20.0,20.0,19.0,19.0,1290,Fontana Unified,Fontana,3.57,36677103630555,San Bernardino,High Schools (Public),Public,No,Active,6821 Oleander Ave.,85.71428571428572,Fontana A. B. Miller High,Fontana
1060,Rosemont High School,Sacramento,ChIJ39ZZPkXDmoAR_5x4KjQUctM,Rosemont High School,"9594 Kiefer Blvd, Sacramento, CA 95827, USA",3.9,Rosemont High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34674390101972,0.87,0.33,0.13,0.18,0.18,17.0,1100.0,550.0,550.0,23.0,22.0,23.0,23.0,22.0,1291,Sacramento City Unified,Sacramento,3.66,34674390101972,Sacramento,High Schools (Public),Public,No,Active,9594 Kiefer Blvd.,78.78787878787878,Rosemont High,Sacramento
1061,Hawthorne High School,Hawthorne,ChIJMUYB6J22woARvVYAwJB9q6Y,Hawthorne High School,"4859 W El Segundo Blvd, Hawthorne, CA 90250, USA",4.1,Hawthorne High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19643521933951,0.85,0.44,0.12,0.42,0.2,13.0,990.0,490.0,510.0,19.0,19.0,20.0,19.0,19.0,1292,Centinela Valley Union High,Hawthorne,3.64,19643521933951,Los Angeles,High Schools (Public),Public,No,Active,4859 West El Segundo Blvd.,80.0,Hawthorne High,Hawthorne
1062,Roosevelt High School,Fresno,ChIJ4a6t1lxelIAR0YQM9Rq1P8k,Roosevelt High School,"4250 E Tulare Ave, Fresno, CA 93702, USA",4.2,Roosevelt High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=10621661035831,0.88,0.39,0.08,0.22,0.21,15.0,970.0,470.0,500.0,19.0,18.0,20.0,19.0,19.0,1294,Fresno Unified,Fresno,3.89,10621661035831,Fresno,High Schools (Public),Public,No,Active,4250 East Tulare St.,80.0,Roosevelt High,Fresno
1063,Riverbank High School,Riverbank,ChIJu4giMbhXkIAR4O6J4TqWN5k,Riverbank High School,"6200 Claus Rd, Riverbank, CA 95367, USA",4.6,Riverbank High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=50755565036850,0.95,0.47,0.12,0.57,0.12,8.0,1050.0,520.0,530.0,24.0,25.0,24.0,24.0,23.0,1296,Riverbank Unified,Riverbank,3.6,50755565036850,Stanislaus,High Schools (Public),Public,No,Active,6200 Claus Rd.,80.0,Riverbank High,Riverbank
1064,Las Plumas High School,Oroville,ChIJidSQ-AG0nIARZthjJ1xqyBM,Las Plumas High School,"2380 Las Plumas Ave, Oroville, CA 95966, USA",4.3,Las Plumas High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04615150434803,0.89,0.37,0.16,0.38,0.1,8.0,1200.0,600.0,600.0,24.0,22.0,24.0,24.0,24.0,1297,Oroville Union High,Oroville,3.46,4615150434803,Butte,High Schools (Public),Public,No,Active,2380 Las Plumas Ave.,81.08108108108108,Las Plumas High,Oroville
1065,Merced Scholars Charter School,Merced,ChIJZVuVx4tCkYARkUA78Db61mk,Merced Scholars Charter School,"1850 Wardrobe Ave building h, Merced, CA 95341, USA",4.8,Merced Scholars Charter,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=24102490106518,0.75,0.32,0.08,,,,,,,,,,,,1298,Merced County Office of Education,Merced,4.15,24102490106518,Merced,K-12 Schools (Public),Public,Yes,Active,"1850 Wardrobe Ave., Bldg. H",86.79245283018868,Merced Scholars Charter,Merced
1066,Arroyo Valley High School,San bernardino,ChIJj5uUFfBSw4ARFFVH3Y1Rxqg,Arroyo Valley High School,"1881 W Base Line St, San Bernardino, CA 92411, USA",4.2,Arroyo Valley High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36678763631082,0.94,0.37,0.12,0.55,0.21,13.0,1030.0,510.0,520.0,21.0,20.0,22.0,21.0,20.0,1299,San Bernardino City Unified,San Bernardino,3.69,36678763631082,San Bernardino,High Schools (Public),Public,No,Active,1881 West Baseline St.,83.72093023255813,Arroyo Valley High,San Bernardino
1067,Adelanto High School,Adelanto,ChIJmW-PuiZww4ARiniIqytafBE,Adelanto High School,"15620 Joshua Rd, Adelanto, CA 92301, USA",3.8,Adelanto High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36679340125419,0.91,0.38,0.06,,,,1020.0,500.0,520.0,21.0,20.0,21.0,21.0,21.0,1301,Victor Valley Union High,Adelanto,3.87,36679340125419,San Bernardino,High Schools (Public),Public,No,Active,15620 Joshua St.,78.78787878787878,Adelanto High,Adelanto
1068,Aspire Richmond Ca. College Preparatory Academy,Richmond,ChIJ7QIqxbt3hYAR4WzMfue9ER4,Aspire Richmond California College Preparatory Academy,"3040 Hilltop Mall Rd, Richmond, CA 94806, USA",3.6,Aspire Richmond Ca. College Preparatory Academy,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=07617960132100,0.95,0.33,0.12,,,,960.0,500.0,470.0,18.0,16.0,19.0,17.0,18.0,1302,West Contra Costa Unified,Richmond,3.84,7617960132100,Contra Costa,K-12 Schools (Public),Public,Yes,Active,3040 Hilltop Mall Rd.,100.0,Aspire Richmond Ca. College Preparatory Academy,Richmond
1069,Avalon K-12,Santa catalina,ChIJn3kiE7Zu3YARbyu6LKmE978,Avalon High School,"200 Falls Canyon Rd, Avalon, CA 90704, USA",4.2,Avalon K-12,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647251930411,0.85,0.33,0.2,0.81,0.24,5.0,1100.0,540.0,560.0,,,,,,1303,Long Beach Unified,Santa Catalina,3.8,19647251930411,Los Angeles,K-12 Schools (Public),Public,No,Active,200 Falls Canyon Rd.,100.0,Avalon K-12,Santa Catalina
1070,Bassett Senior High School,La puente,ChIJXYkSF_7WwoARy7xcnIQZ3RM,Bassett High School,"755 Ardilla Ave, Bassett, CA 91746, USA",3.5,Bassett Senior High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19642951930700,0.92,0.52,0.22,0.55,0.1,9.0,1080.0,550.0,540.0,23.0,22.0,23.0,21.0,24.0,1304,Bassett Unified,La Puente,3.35,19642951930700,Los Angeles,High Schools (Public),Public,No,Active,755 Ardilla Ave.,84.44444444444444,Bassett Senior High,La Puente
1071,Creekside High School,Irvine,ChIJNZc2ASXc3IARboFPN3Vvtj8,Creekside Education Center,"3387 Barranca Pkwy, Irvine, CA 92606, USA",3.9,Creekside High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30736503030129,0.82,0.15,0.1,,,,,,,,,,,,1306,Irvine Unified,Irvine,5.0,30736503030129,Orange,Continuation High Schools,Public,No,Active,3387 Barranca Pkwy.,80.0,Creekside High,Irvine
1072,Oroville High School,Oroville,ChIJE9TDH9K1nIARfI9nHVMtNkQ,Oroville High School,"1535 Bridge St, Oroville, CA 95966, USA",3.7,Oroville High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=04615150435602,0.92,0.42,0.12,0.21,0.13,9.0,1100.0,560.0,550.0,23.0,24.0,27.0,23.0,17.0,1307,Oroville Union High,Oroville,3.54,4615150435602,Butte,High Schools (Public),Public,No,Active,1535 Bridge St.,78.78787878787878,Oroville High,Oroville
1073,Alliance Piera Barabaglia Shaheen Health Services Academy,Los angeles,ChIJvSIS0Rq2woAR77CKX1tmNbQ,Alliance Piera Barbaglia Shaheen Health Services Academy High School,"8515 Kansas Ave, Los Angeles, CA 90044, USA",3.4,Alliance Piera Barbaglia Shaheen Health Services Academy,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647330117598,0.87,0.42,0.08,,,,1000.0,500.0,500.0,22.0,21.0,24.0,21.0,21.0,1308,Los Angeles Unified,Los Angeles,3.5,19647330117598,Los Angeles,High Schools (Public),Public,Yes,Active,8515 Kansas Ave.,99.11504424778761,Alliance Piera Barbaglia Shaheen Health Services Academy,Los Angeles
1074,Maywood Academy High School,Maywood,ChIJTbWIy8bOwoAR6kL7h97Q8mo,Maywood Academy High School,"6125 Pine Ave, Maywood, CA 90270, USA",3.6,Maywood Academy High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647330109462,0.75,0.42,0.07,0.33,0.29,12.0,1000.0,500.0,500.0,19.0,19.0,19.0,20.0,19.0,1310,Los Angeles Unified,Maywood,3.59,19647330109462,Los Angeles,High Schools (Public),Public,No,Active,6125 Pine Ave.,85.1063829787234,Maywood Academy High,Maywood
1075,Santa Ana High School,Santa ana,ChIJw0FncwHZ3IARTptx4AyPeR0,Santa Ana High School,"520 W Walnut St, Santa Ana, CA 92701, USA",4.0,Santa Ana High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30666703036357,0.91,0.39,0.1,0.33,0.26,16.0,1030.0,520.0,520.0,21.0,20.0,21.0,20.0,21.0,1313,Santa Ana Unified,Santa Ana,3.83,30666703036357,Orange,High Schools (Public),Public,No,Active,520 West Walnut,80.0,Santa Ana High,Santa Ana
1076,Pacific Coast Charter School,Watsonville,ChIJ8a7MT1IajoAR_sdwK8pLaO8,Pacific Coast Charter School,"294 Green Valley Rd, Watsonville, CA 95076, USA",5.0,Pacific Coast Charter,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=44697994430229,0.9,0.35,0.12,,,,1240.0,640.0,600.0,,,,,,1314,Pajaro Valley Unified,Watsonville,4.33,44697994430229,Santa Cruz,K-12 Schools (Public),Public,Yes,Active,294 Green Valley Rd.,85.71428571428572,Pacific Coast Charter,Watsonville
1077,Mountain Lakes High School,Shasta lake,ChIJec1wtzyM0lQRVu6WWivi6qI,Mountain Lakes High School,"17752 Shasta Dam Blvd, Shasta Lake, CA 96019, USA",5.0,Mountain Lakes High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=45752674530077,0.65,0.15,0.1,,,,,,,,,,,,1315,Gateway Unified,Shasta Lake,5.0,45752674530077,Shasta,Continuation High Schools,Public,No,Active,17752 Shasta Dam Blvd.,84.44444444444444,Mountain Lakes High,Shasta Lake
